sample,local_idx,sample_idx,method,reference,Vs1,H,CoV,Vs2,rel_l2_low,rel_l2_low_central,rel_l2_mid,rel_l2_mid_central,rel_l2_high,rel_l2_high_central,rel_l2_all,rel_l2_all_central
19,790,6073,Pretell,OpenSees 2-D,185.7519503247115,55.0,0.2536833180114627,944.8379616276762,0.0060549227404965,0.0060549227404965,0.1262431401892613,0.1262431401892613,0.4215657679172392,0.4215657679172392,0.2428621011034474,0.2428621011034474
20,359,2865,GINO,OpenSees 2-D,177.79504469842436,99.0,0.2149843137711286,999.5990701320468,0.1657967854926811,0.1643437264777356,0.3987804512372265,0.3350581595687901,0.38143175771347,0.3084246603293027,0.2524151923581836,0.2202364051061161
20,359,2865,1D Base Case,OpenSees 2-D,177.79504469842436,99.0,0.2149843137711286,999.5990701320468,0.5106194187344584,0.5168934437059851,0.6463448078847588,0.6502721408203043,0.623244238761941,0.4479677609930639,0.5502487601875065,0.5420381996937366
20,359,2865,Pretell's approach,OpenSees 2-D,177.79504469842436,99.0,0.2149843137711286,999.5990701320468,0.4319950473250405,0.1970859234139015,0.5539895219660075,0.5119676342319687,0.4870628091092724,0.3725074382643975,0.4631503857113797,0.2999097521925529
20,359,2865,Toro Vs,OpenSees 2-D,177.79504469842436,99.0,0.2149843137711286,999.5990701320468,0.6010651454374422,0.6010651454374422,0.7287476313736363,0.7287476313736363,0.5239661272081082,0.5239661272081082,0.6240043665885996,0.6240043665885996
20,359,2865,Passeri tts,OpenSees 2-D,177.79504469842436,99.0,0.2149843137711286,999.5990701320468,0.511732318505269,0.511732318505269,0.6511672527421518,0.6511672527421518,0.4493292289737164,0.4493292289737164,0.5387193919139055,0.5387193919139055
20,359,2865,Pretell,OpenSees 2-D,177.79504469842436,99.0,0.2149843137711286,999.5990701320468,0.3396144298625944,0.3396144298625944,0.5627999382670199,0.5627999382670199,0.3671854971536594,0.3671854971536594,0.3959355539420158,0.3959355539420158
21,590,4494,GINO,OpenSees 2-D,162.81304167035267,78.0,0.1498799065127968,1201.8775771934456,0.1387825124912381,0.1801148077826105,0.3051465694741054,0.3295916086964045,0.4233512656926145,0.4040554666441572,0.2729382824273992,0.2894994117338346
21,590,4494,1D Base Case,OpenSees 2-D,162.81304167035267,78.0,0.1498799065127968,1201.8775771934456,0.2151452696723655,0.1918434652045445,0.5044065318796863,0.5193502284517227,0.4625613636697269,0.342798452133555,0.4055891275189874,0.4007852645317578
21,590,4494,Pretell's approach,OpenSees 2-D,162.81304167035267,78.0,0.1498799065127968,1201.8775771934456,0.2174546559010929,0.14045731291823,0.546698175854922,0.5547695302165825,0.3926316346117594,0.3094026880648002,0.4213191290784535,0.412770211049566
